"","uid","descrip_block1_neg","descrip_block1_pos","descrip_block2_neg","descrip_block2_pos","descrip_block3_neg","descrip_block3_pos","scenario1_neg_classifier1_myself_score","scenario1_neg_classifier1_other.people_score","scenario1_neg_classifier1_specific.situations_score","scenario1_neg_classifier1_in.general_score","scenario1_pos_classifier1_in.general_score","scenario1_pos_classifier1_myself_score","scenario1_pos_classifier1_other.people_score","scenario1_pos_classifier1_specific.situations_score","scenario2_neg_classifier1_specific.situations_score","scenario2_neg_classifier1_other.people_score","scenario2_neg_classifier1_in.general_score","scenario2_neg_classifier1_myself_score","scenario2_pos_classifier1_myself_score","scenario2_pos_classifier1_specific.situations_score","scenario2_pos_classifier1_in.general_score","scenario2_pos_classifier1_other.people_score","scenario3_neg_classifier1_specific.situations_score","scenario3_neg_classifier1_other.people_score","scenario3_neg_classifier1_myself_score","scenario3_neg_classifier1_in.general_score","scenario3_pos_classifier1_in.general_score","scenario3_pos_classifier1_myself_score","scenario3_pos_classifier1_other.people_score","scenario3_pos_classifier1_specific.situations_score"
"45","subCALEARN_45","When something negative occurred, the correct response to view it as an isolated incident, learn from it and not use it to tear down your entire character. ","When the event was positive, it was good to use ""I am"" statements to help instill within yourself that this is the type of person I am. ","Negative events were seen as a one off and something to learn from, and not as an implication as to you are as a person.","Positive events help build your self esteem and self worth in order to see yourself in a positive manner.","The negative events were framed to see the events or other people in a positive light, without tearing down yourself or others in the process. It helps you to maintain a positive outlook on live.","The responses to the positive events helped to see yourself in a positive light, increasing your own view of your self worth and self esteem. ",0.228513434529305,0.088434025645256,0.777543962001801,0.0102915707975626,0.0428598709404469,0.872130632400513,0.0087021142244339,0.146300315856934,0.412846058607101,0.0718063935637474,0.00402871472761035,0.0917864441871643,0.610570728778839,0.15956911444664,0.473493307828903,0.0754439607262611,0.888358950614929,0.936279118061066,0.129947066307068,0.580612003803253,0.325304120779037,0.624588429927826,0.0432465523481369,0.401245951652527
"46","subCALEARN_46","animals, particularly birds it seems","fruit/veg/foodstuffs","inorganic","organic","manmade","natural",7.4943141953554e-05,7.23694611224346e-05,0.234153658151627,0.105282284319401,0.0440184101462364,0.0256460197269917,0.0005454255733639,0.294227987527847,0.0822432413697243,0.0481241457164288,0.735067784786224,0.0143956784158945,0.0862704440951347,0.446855008602142,0.830132663249969,0.351936995983124,0.214885860681534,0.0166949089616537,0.0286794230341911,0.816728949546814,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"47","subCALEARN_47","Sometimes i just didn't put enough effort in","making the effort helps positive things happen","sometimes things just don't go to plan.","working hard makes positive things happen","sometimes hings just don't work out - its doesn't  mean its automatcally my fault","hard work pays off - theres nothing wrong with being positive about how things turn out",0.89302384853363,0.0496235378086567,0.632579565048218,0.490810811519623,0.700204610824585,0.460108935832977,0.502954363822937,0.278739124536514,0.530530571937561,0.177495375275612,0.452055215835571,0.132231697440147,0.337682008743286,0.263482570648193,0.583062469959259,0.255196422338486,0.672503352165222,0.25013056397438,0.189553380012512,0.635754227638245,0.42589670419693,0.202041178941727,0.160536110401154,0.0899733603000641
"48","subCALEARN_48","animals/ mammals","food","natural","human made","human","natural",0.00115328712854534,0.000131588385556825,0.296693712472916,0.0910760760307312,0.262918680906296,0.0951568558812141,0.00183982704766095,0.229416087269783,0.253985732793808,0.195419296622276,0.839060544967651,0.294838756322861,0.664130985736847,0.50508314371109,0.471898913383484,0.784938037395477,0.506720185279846,0.946820378303528,0.683380961418152,0.375444501638412,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"49","subCALEARN_49","food","animals","manmade","natural","large manmade","small natural",0.0951568558812141,0.00183982704766095,0.229416087269783,0.262918680906296,0.123333349823952,0.000154618814121932,0.00028302485588938,0.252195060253143,0.214885860681534,0.0166949089616537,0.816728949546814,0.0286794230341911,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.0881460532546043,0.0192178171128035,0.0169316790997982,0.664260923862457,0.150149330496788,0.317235857248306,0.0112927472218871,0.140350580215454
"50","subCALEARN_50","Not a reflection of your character just general mistakes that happen sometimes","Generally liked by others and able to get things done","Everyone gets things wrong sometimes","People like to be around you or do nice things for you","Was unable to do the thing on this particular occasion for whatever reason","Likeable",0.0661725327372551,0.15657751262188,0.00252882204949856,0.994396030902863,0.988147139549255,0.25149068236351,0.857704281806946,0.0531315729022026,0.143428593873978,0.962217271327972,0.980828046798706,0.150036096572876,0.143240123987198,0.316684693098068,0.504568338394165,0.965853154659271,0.975070416927338,0.178879141807556,0.453034728765488,0.0438803769648075,0.806201636791229,0.301807940006256,0.682790279388428,0.249249503016472
"51","subCALEARN_51","its due to a small precise reason","its because of their whole encompassing character","its due to a specific reason","its because all round there are the best person ever","its tends to blame on someone or something else","its due to their character",0.073635958135128,0.0416991896927357,0.973009824752808,0.00120015128049999,0.85625422000885,0.00206686044111848,0.104081980884075,0.00164926366414875,0.981711030006409,0.11016571521759,0.000738043338060379,0.128405258059502,0.0108727505430579,0.00445746164768934,0.986130237579346,0.932740330696106,0.650650799274445,0.965129554271698,0.00627662241458893,0.306345224380493,0.00462393602356315,0.00160268857143819,0.168608576059341,0.119396731257439
"52","subCALEARN_52","They are the more negative outlook for you as a person.","They are the more positive outlook for you as a person.","The events are a negative take on you as a person.","The events are a positive take on you as a person.","The negative events are by you looking down on yourself.","The positive events are by you being positive about yourself.",0.053492359817028,0.595593810081482,0.471104800701141,0.261773854494095,0.269410014152527,0.109095767140388,0.313579052686691,0.192674368619919,0.966492831707001,0.151989072561264,0.540950059890747,0.120020769536495,0.179683998227119,0.8593390583992,0.579101026058197,0.0613039322197437,0.968872725963593,0.000487562123453245,0.0347952768206596,0.261364609003067,0.271878212690353,0.587454557418823,0.000218434943235479,0.604588687419891
"53","subCALEARN_53","Large items, too big for a shoebox","Food items","Man made items","Natural items","Large, man made items","Small, natural items",0.0108736557886004,0.00619236379861832,0.665779113769531,0.151877447962761,0.0209175404161215,0.00709909340366721,0.000249303149757907,0.0701496973633766,0.488786667585373,0.86100560426712,0.332557946443558,0.0625283345580101,0.00669047236442566,0.0122051732614636,0.32741442322731,0.000112767585960682,0.273256570100784,0.250630348920822,0.013215871527791,0.278422504663467,0.463472217321396,0.0103590385988355,0.00017727907106746,0.104241758584976
"54","subCALEARN_54","The circumstances were bad on this occasion","People respect and like me and I try my best","Sometimes things just go wrong and it happens to everyone","If you are a good person and try your best then things will go well","Everything goes wrong sometimes","People like to be around you",0.0594656877219677,0.116939090192318,0.997057259082794,0.0563070178031921,0.511852025985718,0.938821852207184,0.718674898147583,0.40302312374115,0.011238930746913,0.91167277097702,0.986291587352753,0.0227064099162817,0.298963993787766,0.147752687335014,0.573216438293457,0.278024464845657,0.198083862662315,0.295635640621185,0.150180473923683,0.971655547618866,0.560400784015656,0.202881336212158,0.970517098903656,0.214576169848442
"55","subCALEARN_55","I did something in this specific circumstance to cause this","My overall character is the reason for this happening","It is caused by something out of my control/external explanation","It's the result of who I am as a person","It is the result of the specific circumstance out of my control","It is the result of my general capabilities",0.992367267608643,0.00182438013143837,0.995381414890289,0.000260911794612184,0.285918176174164,0.967797696590424,0.000120694865472615,0.00580402044579387,0.519425928592682,0.477113515138626,0.103643536567688,0.000603613036219031,0.969365298748016,0.0183932296931744,0.0660936906933784,0.000579880841542035,0.99760514497757,0.335687726736069,0.00299996114335954,0.000366929540177807,0.993944108486176,0.791016519069672,0.000254833663348109,0.00080193649046123
"56","subCALEARN_56","miscommunications","a sense of your own strengths ","They tended to be circumstantial ","They were down to personal positive traits","down to miscommunication ","they were affirming to your strengths ",0.069453626871109,0.509876430034637,0.350219368934631,0.750758767127991,0.00891155283898115,0.426889896392822,0.000205488700885326,0.144010633230209,0.995454907417297,0.786683797836304,0.00670302705839276,0.00612758519127965,0.251383513212204,0.300828367471695,0.00127913104370236,0.0122824003919959,0.154747724533081,0.327445179224014,0.126731008291245,0.630753815174103,0.481321007013321,0.0522171854972839,0.938675105571747,0.455362886190414
"57","subCALEARN_57","Not putting in enough time or effort. ","Getting things done straight away by putting in the effort.","Things outside my control.","Positive events happened because of me and things I'm good at or have done well.","Negative events were caused by others.","Positive events were down to me being good at things.",0.489794015884399,0.303613215684891,0.479144334793091,0.560752093791962,0.568969249725342,0.316390365362167,0.202712997794151,0.168847918510437,0.972253203392029,0.989146173000336,0.413594245910645,0.00213630357757211,0.991223096847534,0.662942826747894,0.310941964387894,0.000266212999122217,0.892046868801117,0.995930969715118,0.00115132227074355,0.65004825592041,0.14509791135788,0.98159396648407,0.000697307055816054,0.730755984783173
"58","subCALEARN_58","I made individual errors","I have a good skill set","Everyone makes mistakes sometimes","I am likeable and good at things","People are sometimes pre-occupied","I have a number of positive attributes",0.927365899085999,0.00925875827670097,0.994975447654724,0.00286951451562345,0.200805798172951,0.930394768714905,0.00414991984143853,0.137206673622131,0.18786908686161,0.964751422405243,0.989053428173065,0.34513846039772,0.957558333873749,0.198141947388649,0.323500782251358,0.037516575306654,0.875637471675873,0.895138442516327,0.0908186659216881,0.863681495189667,0.443601012229919,0.955163300037384,0.00419431179761887,0.126291826367378
"59","subCALEARN_59","this person doesn't put all of the blame onto themselves when something negative happens, they are able to consider other aspects ","This person acknowledges their own positive traits when something positive happens and doesn't put it all down to chance or luck","the correct reasons for negative events were more generalised statements about how everyone can forget things/make mistakes sometimes ","the reasons for positive events were more to do with the person's personality traits and strengths ","The reason for negative events included rational alternative explanations ","The reason for positive events included the person acknowledging what they're good at",0.231937453150749,0.0788633748888969,0.449624419212341,0.427637338638306,0.387421160936356,0.622528254985809,0.00142558314837515,0.70071542263031,0.00196079025045037,0.516749858856201,0.978463053703308,0.0262486115098,0.12115353345871,0.143775567412376,0.0582342892885208,0.0974444672465324,0.749212503433228,0.0466204807162285,0.0189993642270565,0.382249057292938,0.308920472860336,0.400715410709381,0.0224223639816046,0.468528807163239
"60","subCALEARN_60","Seems to be making excuses for the negative events and never blaming themselves","They seem very cocky","Seem to blame other people for it.","they believe they are the reason for all the positive things","negative events were specific excuses.","positive events seemed to be more broad statements eg ""great thinker"" ",0.283702909946442,0.651437640190125,0.792089104652405,0.847590804100037,0.592580258846283,0.00107538641896099,0.916211843490601,0.353156864643097,0.64753258228302,0.994894444942474,0.619498312473297,0.000848249590490013,0.0145661076530814,0.246578305959702,0.269903510808945,0.0955223068594933,0.993690848350525,0.157909080386162,0.0386276319622993,0.00377516495063901,0.952459096908569,0.0348474122583866,0.211542516946793,0.00289157847873867
"61","subCALEARN_61","It was nothing to with me personally or a reflection of me","I am a good person who people like and care about","Things in life don't always go people's way and this is something that happens to everyone and shouldn't be taken personally","I am a person who has a number of good qualities and who people like and care about","The reasons were more about other people than myself personally or anything that I had done","I am a good person who people like to know and spend time with",0.00647922046482563,0.978375256061554,0.405805557966232,0.989846348762512,0.356181383132935,0.968002736568451,0.380300790071487,0.127474710345268,0.0250578224658966,0.906611561775208,0.996283233165741,0.03610710054636,0.990753471851349,0.0896412879228592,0.357596188783646,0.00958719756454229,0.933634400367737,0.99685662984848,0.0101692322641611,0.718361020088196,0.409674465656281,0.95019793510437,0.162175878882408,0.154088363051414
"62","subCALEARN_62","the reason is based of the specific circumstance, not in general. ","correct reasons are based off of one's personality, and can be adapted to each positive event","not blaming yourself but other circumstances relating to the event. ","promoting yourself as a good person. not being the same as everyone else. ","blame can be passed to the circumstance. ","general good personality of the individual.  ",0.141109868884087,0.10181187838316,0.993094623088837,0.0070477407425642,0.0154057173058391,0.272519528865814,0.00613034097477794,0.238479182124138,0.989459693431854,0.825086653232574,0.717711567878723,0.0960427969694138,0.190838679671288,0.275015711784363,0.438818782567978,0.422401040792465,0.573959827423096,0.378224730491638,0.0281579233705997,0.226774200797081,0.961886763572693,0.272398442029953,0.00326188374310732,0.00078672869130969
"63","subCALEARN_63","not being prepared properly or not taking the task seriously","being in control of the situation","unfocused","focused on achieving things","miscommunication","self confidence and self belief",0.374562948942184,0.348929166793823,0.66331022977829,0.497920274734497,0.248912617564201,0.510686278343201,0.0782782211899757,0.556804716587067,0.0274112783372402,0.457037359476089,0.705924153327942,0.471588015556335,0.4783855676651,0.93540632724762,0.0627981498837471,0.286347627639771,0.226502925157547,0.574869751930237,0.167347177863121,0.775437712669373,0.446760982275009,0.836528956890106,0.0174234099686146,0.14482145011425
"64","subCALEARN_64","small natural","larger","handmade","natural","human made big","natural and small",0.317235857248306,0.0112927472218871,0.140350580215454,0.150149330496788,0.777908504009247,0.225676596164703,0.58574104309082,0.410620510578156,0.676478862762451,0.0530259311199188,0.015793215483427,0.552842319011688,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.318501353263855,0.147194996476173,0.436560720205307,0.509408175945282,0.417540043592453,0.141173899173737,0.0706132352352142,0.883498311042786
"65","subCALEARN_65","Isolated events that are not common - usually through momentary lapse or distraction","Nice and highly competent person","Blame on other people or outside events","All down to the individual","Not my fault","All down to me",0.0340592674911022,0.0196093674749136,0.99765932559967,0.00084188993787393,0.571660399436951,0.336417585611343,0.186615809798241,0.219549596309662,0.171617209911346,0.983737587928772,0.478706210851669,0.000518532644491643,0.76395720243454,0.964781761169434,0.00219472288154066,0.00327568803913891,0.504436075687408,0.979413986206055,0.0309712514281273,0.784516096115112,0.00641931034624577,0.997742593288422,0.00043708662269637,0.666201233863831
"66","subCALEARN_66","The reasons for negative events were based on external factors some that may have been out of my control","The correct reasons for positive events are to do with having a good character and positive personal attributes.","Usually external or circumstantial ","Based on continuous positive attributes of myself as a person","Negative events seem to be to do with specific circumstances or things out of the person's control","Positive events seemed to be linked to the person's character",0.00165746686980128,0.829264521598816,0.807349562644958,0.349855720996857,0.300671964883804,0.208917185664177,0.0698401257395744,0.181901231408119,0.479475349187851,0.513042747974396,0.0184278134256601,0.000911443494260311,0.942318379878998,0.000961332931183279,0.0233471430838108,0.000648989342153072,0.997617244720459,0.0862051397562027,0.114582724869251,0.00483156368136406,0.157650589942932,0.257524311542511,0.115452408790588,0.370795279741287
"67","subCALEARN_67","seemed more directed than general","personal","negative statements","self praise","not direct at yourself","self indulgence",0.0291581209748983,0.182949036359787,0.893487453460693,0.022256376221776,0.00566584896296263,0.960820734500885,0.615615606307983,0.992018818855286,0.629834353923798,0.287649065256119,0.71381139755249,0.170874178409576,0.941140532493591,0.185100257396698,0.174089476466179,0.00100690161343664,0.516517043113708,0.742419242858887,0.0132880490273237,0.927576422691345,0.591302931308746,0.936020255088806,0.0078497501090169,0.275939792394638
"68","subCALEARN_68","If you didn't try hard on the article then you should take accountability for it","You were in control of the outcome based on your level of effort to the article","that someone isn't capable of fixing the house ","that someone has put the effort in to atleast try and has accomplished something","They burdened me with something they could do themselves","I am good at communicating so they wanted to utlize my skills",0.0543142706155777,0.476552516222,0.322466045618057,0.0799063742160797,0.148100733757019,0.22690837085247,0.00233272765763104,0.288811713457108,0.755741536617279,0.238811492919922,0.209568947553635,0.00404750276356936,0.181291908025742,0.144609168171883,0.462365061044693,0.197802186012268,0.881290376186371,0.943903625011444,0.481593191623688,0.651009082794189,0.151016443967819,0.942860841751099,0.0402275621891022,0.227346822619438
"69","subCALEARN_69","The impression I got was the person was generally secure within themselves and ready to bounce back.","The impression I got was the person was confident within themselves.","This person attributes reasons to other people, or life getting in the way, not their own shortcomings.","The person praises themselves and is very introspective.","Blame others, not myself.","All down to the individual.",0.0622388422489166,0.0184174086898565,0.0708311349153519,0.598605453968048,0.305568367242813,0.0625656917691231,0.00131201324984431,0.18279992043972,0.726775407791138,0.996722757816315,0.775294661521912,0.0108046187087893,0.791712880134583,0.382303655147552,0.0242461394518614,0.000158357914187945,0.863376498222351,0.998320937156677,0.00349281565286219,0.938308715820312,0.00320660509169102,0.680897355079651,0.00355684035457671,0.926502346992493
"70","subCALEARN_70","animals","fruit / veg","man made, except one or two","natural, except one or two","Manmade","natural",0.000154618814121932,0.00028302485588938,0.252195060253143,0.123333349823952,0.052672553807497,0.0277903415262699,0.000991961918771267,0.643064856529236,0.405040591955185,0.368780553340912,0.149274677038193,0.139181807637215,0.0315992906689644,0.614843726158142,0.418235510587692,0.51224946975708,0.20972315967083,0.0262453742325306,0.0270487628877163,0.789882063865662,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"71","subCALEARN_71","Animals","Vegetables or fruits","human made and small","natural and small
","human made and large","natural and small",0.000235934101510793,0.00021235691383481,0.370512843132019,0.0688452050089836,0.12506927549839,0.0113649554550648,0.000441294745542109,0.286806255578995,0.60704106092453,0.938249289989471,0.293342590332031,0.590775430202484,0.0781060755252838,0.910564959049225,0.217756703495979,0.053222618997097,0.233122751116753,0.787284016609192,0.509959101676941,0.722088098526001,0.417540043592453,0.141173899173737,0.0706132352352142,0.883498311042786
"72","subCALEARN_72","The individual is a positive person and understands that sometimes things happen and everything cant always go well","The individual is very self assured, they are proud when things go well and believe they have earned it","they seemed to mostly point towards external factors","the person was confident and self assured","The person took no accountability for them","The person was very confident in themselves",0.326401948928833,0.0177904274314642,0.448047876358032,0.27902740240097,0.21096171438694,0.400009363889694,0.00166206620633602,0.369758516550064,0.0322766527533531,0.98944878578186,0.0904605835676193,0.000637672084849328,0.178393140435219,0.159955605864525,0.493001490831375,0.0310323536396027,0.582272469997406,0.78853040933609,0.0228677038103342,0.583987951278687,0.499864995479584,0.456631720066071,0.000805663468781859,0.234479948878288
"73","subCALEARN_73","Animals","Food","Foods or plants that grow","Stuff you'd find in an office or house, man-made objects","Human made objects","Natural things like plants and animals",0.000235934101510793,0.00021235691383481,0.370512843132019,0.0688452050089836,0.115412682294846,0.0475290827453136,0.000293788354611024,0.121446192264557,0.0277250278741121,9.65924264164641e-05,0.144473493099213,0.00147797004319727,0.00267068413086236,0.964951932430267,0.417130351066589,0.00268439576029778,0.321294695138931,0.983477056026459,0.209188163280487,0.23615026473999,0.12955704331398,0.00022413871192839,4.70700651931111e-05,0.0277359504252672
"74","subCALEARN_74","Smaller items","Larger objects","Manmade","Natural","large manmade","small natural",0.0514041967689991,0.00940342992544174,0.639041841030121,0.322385400533676,0.361988127231598,0.00198849057778716,0.00260930275544524,0.543117582798004,0.20972315967083,0.0262453742325306,0.789882063865662,0.0270487628877163,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.0881460532546043,0.0192178171128035,0.0169316790997982,0.664260923862457,0.150149330496788,0.317235857248306,0.0112927472218871,0.140350580215454
"75","subCALEARN_75","land animals/mammels","fruit/food/vegetables","man made items? not to sure","natural items? not to sure","large items/things/objects","small objects/things",0.000699576456099749,0.000136190588818863,0.347668707370758,0.138425916433334,0.1120645403862,0.0375029854476452,0.000517164706252515,0.430403083562851,0.0500674359500408,0.215506494045258,0.104919277131557,0.00222917553037405,0.0040037278085947,0.0229952819645405,0.230892300605774,0.00191299035213888,0.354161232709885,0.00193999893963337,0.0114132529124618,0.33496505022049,0.0921788737177849,0.0200583767145872,0.00090218405239284,0.40358629822731
"76","subCALEARN_76","I am getting through it courageously ","It was a tough call but I decided to go for it against the odds","It was about the failure are more caused by others","It was a case of high self esteem","The person was taking too much on him/her self","Positive outcomes were attributed to circumstances",0.899220407009125,0.051413532346487,0.632484078407288,0.223551884293556,0.19737446308136,0.556714177131653,0.283705860376358,0.723546206951141,0.908789336681366,0.995014846324921,0.101560398936272,0.00282740220427513,0.27742812037468,0.679658651351929,0.054089542478323,0.00605455692857504,0.507537066936493,0.000478021946037188,0.249197244644165,0.332184940576553,0.307062059640884,0.0303216222673655,0.0388894081115723,0.968783617019653
"77","subCALEARN_77","For negative events it seemed to suggest that the reason was just a one off event.","The positive events were the opposite to negative, in that the reason was a larger more general idea rather than a one off.","Negative events are caused by external factors.","Positive events are caused by the person themselves.","Negative events are caused by external factors.","Positive events are caused by the person.",0.0871218368411064,0.113785892724991,0.938882529735565,0.00786860566586256,0.982683122158051,0.0380341187119484,0.127123773097992,0.0152156008407474,0.382999420166016,0.62475860118866,0.445911765098572,0.00254169688560069,0.861066877841949,0.444097846746445,0.132523074746132,0.000355562980985269,0.382999420166016,0.62475860118866,0.00254169688560069,0.445911765098572,0.235240712761879,0.403094947338104,0.00497688772156835,0.405614405870438
"78","subCALEARN_78","Bad things are not your fault","Positive thinking that you are a good person and good things happen for that reason","They are not your fault ","You deserve them","You do not feel worthy","You are worthy",0.0229772869497538,0.873380243778229,0.462561458349228,0.703899323940277,0.398514896631241,0.309946537017822,0.127794489264488,0.0443761721253395,0.812197864055634,0.963886678218842,0.651910066604614,0.0238966681063175,0.00221135839819908,0.441205441951752,0.393143206834793,0.0252891667187214,0.398250430822372,0.0832880735397339,0.0252656564116478,0.546726822853088,0.494968146085739,0.00281352177262306,0.0143867563456297,0.234436735510826
"79","subCALEARN_79","Animate objects","Inanimate objects","Man-made objects","Natural objects","Large man-made objects","Natural objects",0.00169271824415773,0.00180731620639563,0.0837076008319855,0.143137842416763,0.171755254268646,0.000125967882922851,4.77607609354891e-05,0.0136153921484947,0.296840459108353,0.00163732771761715,0.642913997173309,0.00174232583958656,0.000982930418103933,0.0161668807268143,0.436794072389603,7.67926903790794e-05,0.157361581921577,0.00112390040885657,0.000811622478067875,0.337999522686005,0.436794072389603,0.000982930418103933,7.67926903790794e-05,0.0161668807268143
"80","subCALEARN_80","They didn't feel too negatively about life overall because of this.","They looked more optimistically.","It's due to aspects that affect everyone, not jus the individual.","They happened due to individual characteristics, rather than looking at the bigger picture.","It was due to situations in other people's live rather than issues with the individual.","It was due to aspects that affect their overall life, such as intelligence or hard working skills.",0.0284786317497492,0.60864394903183,0.255097240209579,0.962631225585938,0.361169219017029,0.0081989374011755,0.698931217193604,0.383910417556763,0.00691273249685764,0.982585251331329,0.997080445289612,0.0089315278455615,0.0484357364475727,0.996330261230469,0.00215213885530829,0.167280897498131,0.899492979049683,0.997501373291016,0.00142262398730963,0.192993506789207,0.0321959368884563,0.0464005768299103,0.171187072992325,0.0968275740742683
"81","subCALEARN_81","Larger objects, usually animals","Smaller objects, usually fruit and veg or small insects","Human-made","Natural","large, human-made","small, natural",7.70971309975721e-05,0.000165414050570689,0.446028023958206,0.0238083582371473,0.114594832062721,0.00118361634667963,0.000175490611582063,0.49537605047226,0.260065674781799,0.975282192230225,0.272491574287415,0.729913592338562,0.207742840051651,0.0359081104397774,0.926508188247681,0.0107628265395761,0.195329040288925,0.991122126579285,0.405725747346878,0.76537811756134,0.839877426624298,0.334188342094421,0.0778113231062889,0.174593284726143
"82","subCALEARN_82","Things which are meat eaters","Things which are not meat eaters","Man made things","Natural things","Things larger than a shoe box","Things smaller than a shoe box",0.011429532431066,0.670236051082611,0.956914126873016,0.413722187280655,0.370830804109573,0.00895416177809238,0.710123002529144,0.970870435237885,0.3922298848629,0.130159974098206,0.536461532115936,0.153236702084541,0.00307775428518653,0.0136484485119581,0.723634779453278,0.000115733077109326,0.678976476192474,0.0115559073165059,0.00738687627017498,0.285523444414139,0.14964359998703,0.0258299764245749,0.00315486383624375,0.584177613258362
"83","subCALEARN_83","large items","small items","man made","natural","human made","natural",0.0264565162360668,0.0404606573283672,0.250361293554306,0.32221782207489,0.0456090308725834,0.0673316121101379,0.00396145740523934,0.652777850627899,0.498280167579651,0.0244021341204643,0.574151635169983,0.929324805736542,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.50508314371109,0.784938037395477,0.664130985736847,0.471898913383484,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"84","subCALEARN_84","Looks like they try to say that these are not the person's fault? ","Seems like it plays with having a healthy amount of self esteem and confidence?","Nothing is my fault","I am good enough","Same as before","Same as before",0.0331287160515785,0.351164251565933,0.935264348983765,0.483273029327393,0.0763294920325279,0.234818041324615,0.227677434682846,0.331110209226608,0.087199330329895,0.832831859588623,0.718495845794678,0.333711177110672,0.98322606086731,0.222428247332573,0.407551467418671,0.00347760855220258,0.00298226438462734,0.0212649274617434,0.277561068534851,0.991920053958893,0.991920053958893,0.277561068534851,0.0212649274617434,0.00298226438462734
"85","subCALEARN_85","Natural things such as animals","Natural things such as fruit","Man made things","Natural things","man made objects","natural objects",0.00016301883442793,6.25777101959102e-05,0.015402608551085,0.108766928315163,0.0828993394970894,0.00117084395606071,5.12130900460761e-05,0.0101634915918112,0.3922298848629,0.130159974098206,0.536461532115936,0.153236702084541,0.00307775428518653,0.0136484485119581,0.723634779453278,0.000115733077109326,0.410627633333206,0.311087518930435,0.242322951555252,0.463984727859497,0.438267290592194,0.00184414477553219,0.000263601657934487,0.0421911403536797
"86","subCALEARN_86","meats or animals like goat birds or a tiger","vegetables or any flowers","human made like hooks or wires","natural that not human made like flowers or vegetables","human-made like trucks or tv","natural things that not made from human like fruits and peanuts",0.000314527744194493,0.000325761880958453,0.778624653816223,0.0428433977067471,0.125009179115295,0.00486895674839616,0.000299637031275779,0.0645291209220886,0.46041664481163,0.915687739849091,0.177399650216103,0.473883211612701,0.000527415715623647,0.0615463256835938,0.403215259313583,0.00238535786047578,0.131165727972984,0.405054092407227,0.00849545933306217,0.0553332827985287,0.354706883430481,0.00149561825674027,0.00776701141148806,0.132583275437355
"87","subCALEARN_87","I think this basket contained larger objects, specifically animals.","I think this basket contained edible items like fruit & vegetables.","Man-made items.","Natural items.","Man-made items which were very big","Natural items which were smaller",0.000519006978720427,0.000176005836692639,0.984290242195129,0.00922639761120081,0.1704161465168,0.0505849421024323,0.0422325171530247,0.48679706454277,0.461770325899124,0.0285156089812517,0.473587542772293,0.00466399919241667,0.0104077951982617,0.0339815616607666,0.381872057914734,0.000201888949959539,0.528830707073212,0.011405517347157,0.00153097440488636,0.127412691712379,0.214457377791405,0.00865381862968206,0.000192654581042007,0.175921499729156
"88","subCALEARN_88","animals","foods","man made","natural","human made","natural",0.000154618814121932,0.00028302485588938,0.252195060253143,0.123333349823952,0.186456337571144,0.0245492737740278,0.000762437761295587,0.103245101869106,0.498280167579651,0.0244021341204643,0.574151635169983,0.929324805736542,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.50508314371109,0.784938037395477,0.664130985736847,0.471898913383484,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"89","subCALEARN_89","That it was usually not something I had done but something affecting the other person ","they are of a person who is self confident and thinks well of themselves","the thought of the person is to always point blame at someone else or think that tis never their fault","the person seems to think they are good at everything and if something goes wrong it wasnt their fault ","arrogance","self cantered arrogance",0.00510238483548164,0.979226469993591,0.801566362380981,0.314229547977448,0.374269545078278,0.258208513259888,0.0116817820817232,0.105297826230526,0.157542005181313,0.906769573688507,0.521816909313202,0.00572606874629855,0.0682036206126213,0.0752707272768021,0.328226894140244,0.0316724926233292,0.188129737973213,0.453219175338745,0.291527390480042,0.710521161556244,0.696485102176666,0.987679779529572,0.00228576129302382,0.199696063995361
"90","subCALEARN_90","doubting yourself","using the word I,being more positive","negative answers","positive answers and thoughts","negative thoughts","positive thoughts",0.802921116352081,0.00864483881741762,0.370358407497406,0.618385255336761,0.0325282737612724,0.922514975070953,0.00150421797297895,0.337863683700562,0.689159631729126,0.371171802282333,0.818955540657043,0.271586030721664,0.230010613799095,0.157175078988075,0.498563349246979,0.189116626977921,0.212479576468468,0.114658512175083,0.369900614023209,0.54411119222641,0.471609473228455,0.242638275027275,0.130862802267075,0.0869980379939079
