"","uid","response","internal_node_id","nTimeouts","stimulus","chosen_attr_type","trial_index","valence","timedout","chosen_attr","trial_type","itemNo","rt","time_elapsed","taskNo","trialNo","interventionCondition","learningCondition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","group","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"1924","subCALEARN_31",3,"0.0-2.0-0.11-0.11",0,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you","internal_global",14,"negative",FALSE,"People generally don't like me","html-button-response-ca",22,11147,264115,0,11,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1925","subCALEARN_31",2,"0.0-2.0-0.12-0.12",0,"A friend tells you you make them laugh","external_global",15,"positive",FALSE,"People generally compliment their friends from time to time","html-button-response-ca",24,9152,274785,0,12,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1926","subCALEARN_31",0,"0.0-2.0-0.13-0.13",0,"A friend tells you speaking with you always makes them feel better","internal_specific",16,"positive",FALSE,"Recently, I have been making an effort to talk with this particular friend","html-button-response-ca",32,31728,308025,0,13,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1927","subCALEARN_31",1,"0.0-2.0-0.14-0.14",0,"You find out that you have been put forward for a leadership position at work","external_specific",17,"positive",FALSE,"They probably just put forward the person who has been here the longest","html-button-response-ca",39,11976,321521,0,14,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1928","subCALEARN_31",0,"0.0-2.0-0.15-0.15",0,"You submitted an application to join a local community forum but haven't heard anything back","internal_global",18,"negative",FALSE,"Something about me puts people off","html-button-response-ca",41,7780,330817,0,15,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1929","subCALEARN_31",2,"0.0-2.0-0.16-0.16",0,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time","external_global",20,"positive",FALSE,"It's not uncommon for people to do nice things for their friends","html-button-response-ca",43,8714,342861,0,16,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1930","subCALEARN_31",3,"0.0-2.0-0.17-0.17",0,"You find out someone has contacted your employer to praise work you did for them","external_global",21,"positive",FALSE,"Some people are just nice and like to give positive feedback","html-button-response-ca",54,8836,353216,0,17,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1931","subCALEARN_31",1,"0.0-2.0-0.18-0.18",0,"You successfully practice saying some phrases of a new language you are trying to learn","internal_specific",22,"positive",FALSE,"I've been making a particular effort recently to spend time learning new things","html-button-response-ca",62,6181,360918,0,18,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1932","subCALEARN_31",1,"0.0-2.0-0.19-0.19",0,"Someone you are close to tells you they trust you","external_specific",23,"positive",FALSE,"This particular friend is probably looking to unburden something","html-button-response-ca",68,7694,370134,0,19,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1933","subCALEARN_31",2,"0.0-2.0-0.2-0.2",0,"You message your friend to ask for advice but they don't reply","external_global",5,"negative",FALSE,"Everyone ignores messages sometimes","html-button-response-ca",2,9631,163653,0,2,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1934","subCALEARN_31",0,"0.0-2.0-0.20-0.20",0,"You speak during a community meeting but feel like people aren't interested in what you have to say","internal_global",24,"negative",FALSE,"I am not interesting","html-button-response-ca",72,5986,377632,0,20,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1935","subCALEARN_31",1,"0.0-2.0-0.21-0.21",0,"You washed your clothes on the wrong setting and the colours have run","external_global",25,"negative",FALSE,"There are often more important things to think about than chores","html-button-response-ca",74,9400,388550,0,21,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1936","subCALEARN_31",3,"0.0-2.0-0.22-0.22",0,"You see a very close friend and wave at them but they don't wave back","external_global",26,"negative",FALSE,"People often miss other people waving at them in the street","html-button-response-ca",79,8419,398487,0,22,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1937","subCALEARN_31",3,"0.0-2.0-0.23-0.23",0,"A colleague comments on the high quality of your recent work","external_global",27,"positive",FALSE,"Colleagues tend to be polite to their coworkers","html-button-response-ca",93,5600,405594,0,23,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1938","subCALEARN_31",2,"0.0-2.0-0.24-0.24",0,"You want to be nominated for a role in your local community group but no one suggests you","internal_specific",28,"negative",FALSE,"Recently, I haven't been involved much in community events","html-button-response-ca",99,9507,416614,0,24,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1939","subCALEARN_31",1,"0.0-2.0-0.25-0.25",0,"Someone from work tells you they would like to be on your team for a work social event","external_global",29,"positive",FALSE,"Colleagues generally try and include everyone in team events","html-button-response-ca",101,6451,424577,0,25,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1940","subCALEARN_31",1,"0.0-2.0-0.26-0.26",0,"Someone you care about takes time out of their busy day to check in on you ","internal_specific",30,"positive",FALSE,"I probably made an effort to check up on this particular person recently","html-button-response-ca",104,10999,437102,0,26,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1941","subCALEARN_31",3,"0.0-2.0-0.27-0.27",0,"You forget you have put dinner in the oven and it burns","internal_global",31,"negative",FALSE,"I tend to mess everything up","html-button-response-ca",105,6505,445117,0,27,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1942","subCALEARN_31",2,"0.0-2.0-0.28-0.28",0,"You overhear a colleague telling someone else they don't like you","internal_global",32,"negative",FALSE,"People don't tend to like me","html-button-response-ca",112,6135,452764,0,28,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1943","subCALEARN_31",2,"0.0-2.0-0.29-0.29",0,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable","external_specific",33,"positive",FALSE,"This particular person probably wants me to help them with something","html-button-response-ca",113,12686,466960,0,29,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1944","subCALEARN_31",1,"0.0-2.0-0.3-0.3",0,"You return from the shops without something important from your shopping list","internal_global",6,"negative",FALSE,"I'm hopeless at remembering things","html-button-response-ca",3,7964,173132,0,3,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1945","subCALEARN_31",0,"0.0-2.0-0.30-0.30",0,"You find out a colleague has nominated you for a performance award at work","external_global",34,"positive",FALSE,"Most people probably get nominated for these awards at some point","html-button-response-ca",116,5707,474177,0,30,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1946","subCALEARN_31",1,"0.0-2.0-0.31-0.31",0,"You present your work during your evening class and get lots of praise from your classmates","external_global",35,"positive",FALSE,"In general, people tend to be polite about other people's work","html-button-response-ca",127,5701,481404,0,31,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1947","subCALEARN_31",1,"0.0-2.0-0.4-0.4",0,"You'd like to be more engaged in your local community","internal_global",7,"negative",FALSE,"I can't get on with other people","html-button-response-ca",5,12485,187135,0,4,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1948","subCALEARN_31",1,"0.0-2.0-0.5-0.5",0,"Your suggestion for a community social event receives the lowest number of votes","internal_specific",8,"negative",FALSE,"I probably didn't come up with a good enough idea this time","html-button-response-ca",7,8936,197582,0,5,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1949","subCALEARN_31",3,"0.0-2.0-0.6-0.6",0,"You receive anonymised feedback on your work performance by colleagues, and it's very complimentary","external_global",9,"positive",FALSE,"People are generally positive in work feedback","html-button-response-ca",8,11268,210362,0,6,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1950","subCALEARN_31",2,"0.0-2.0-0.7-0.7",0,"Someone you feel very close to is having a birthday dinner but hasn't invited you","internal_global",10,"negative",FALSE,"People I feel close to don't actually like me","html-button-response-ca",13,7443,219311,0,7,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1951","subCALEARN_31",2,"0.0-2.0-0.8-0.8",0,"You find out that your manager wants to put you forward for promotion at work","external_specific",11,"positive",FALSE,"On this occasion, they probably just had to choose someone","html-button-response-ca",15,9523,230345,0,8,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1952","subCALEARN_31",2,"0.0-2.0-0.9-0.9",0,"You smile at someone across the street you recognise, but they don't smile back","internal_global",12,"negative",FALSE,"People I come across don't tend to like me","html-button-response-ca",17,10335,242201,0,9,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1953","subCALEARN_31",2,"0.0-18.0-0.0-0.0",0,"You take part in a quiz at work and get lots of answers right, so your team wins","internal_specific",184,"positive",FALSE,"On this occasion, I knew a lot about the topics that came up","html-button-response-ca",11,6514,1532429,1,0,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1954","subCALEARN_31",3,"0.0-18.0-0.1-0.1",0,"Your neighbour asks you to help them with their maths homework, and you do a good job explaining the problems to them","external_specific",185,"positive",FALSE,"This particular homework was quite easy","html-button-response-ca",21,5697,1539645,1,1,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1955","subCALEARN_31",0,"0.0-18.0-0.10-0.10",0,"Someone you are close to tells you you are not funny","internal_global",194,"negative",FALSE,"I am not a fun person","html-button-response-ca",47,3653,1601701,1,10,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1956","subCALEARN_31",1,"0.0-18.0-0.11-0.11",0,"Someone you work with tells you they trust your judgement","external_global",195,"positive",FALSE,"People tend to be polite to their coworkers","html-button-response-ca",53,4498,1607713,1,11,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1957","subCALEARN_31",3,"0.0-18.0-0.12-0.12",0,"Someone you care about deeply has disclosed something you told them in confidence to someone else","internal_global",196,"negative",FALSE,"I'm not cared about enough to keep secrets for","html-button-response-ca",55,9005,1618238,1,12,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1958","subCALEARN_31",3,"0.0-18.0-0.13-0.13",0,"Someone you are close to tells you they consider you a role model","internal_global",197,"positive",FALSE,"I'm the kind of person people look up to","html-button-response-ca",56,3580,1623332,1,13,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1959","subCALEARN_31",0,"0.0-18.0-0.14-0.14",0,"You overhear someone at work talking about you behind your back","internal_global",198,"negative",FALSE,"I'm not the sort of person people respect","html-button-response-ca",59,8280,1633132,1,14,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1960","subCALEARN_31",3,"0.0-18.0-0.15-0.15",0,"You give a presentation at work and it seems like no one is paying attention","external_global",199,"negative",FALSE,"People are often bored during work presentations","html-button-response-ca",61,5047,1639692,1,15,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1961","subCALEARN_31",2,"0.0-18.0-0.16-0.16",0,"You ask a friend for help with something important but they say they are too busy","external_specific",201,"negative",FALSE,"This particular friend is probably dealing with something right now that demands all their attention","html-button-response-ca",67,7964,1650364,1,16,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1962","subCALEARN_31",1,"0.0-18.0-0.17-0.17",0,"You receive an excellent performance evaluation from your boss","internal_specific",202,"positive",FALSE,"Recently, I've been performing well in my job","html-button-response-ca",73,5151,1657033,1,17,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1963","subCALEARN_31",0,"0.0-18.0-0.18-0.18",0,"A friend tells you that you are being difficult","internal_specific",203,"negative",FALSE,"During my last conversation with this person, I may have come across as rude or uncaring","html-button-response-ca",75,9344,1667895,1,18,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1964","subCALEARN_31",0,"0.0-18.0-0.19-0.19",0,"You find out that colleague has scored you poorly on a a performance evaluation","internal_global",204,"negative",FALSE,"I'm incompetent","html-button-response-ca",76,3355,1672764,1,19,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1965","subCALEARN_31",0,"0.0-18.0-0.2-0.2",0,"You start doing the washing up but drop and smash a plate","external_specific",186,"negative",FALSE,"Something or someone probably startled me","html-button-response-ca",25,5421,1546584,1,2,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1966","subCALEARN_31",3,"0.0-18.0-0.20-0.20",0,"You find out you passed a difficult test for a professional qualification you wanted","internal_specific",205,"positive",FALSE,"I made a special effort to prepare for this particular test","html-button-response-ca",77,9169,1683451,1,20,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1967","subCALEARN_31",3,"0.0-18.0-0.21-0.21",0,"A friend tells you you are a good friend to them","external_global",206,"positive",FALSE,"People tend to say nice things to their friends from time to time","html-button-response-ca",78,5129,1690097,1,21,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1968","subCALEARN_31",1,"0.0-18.0-0.22-0.22",0,"You aren't nominated for an award recognizing contribution to workplace culture","internal_global",207,"negative",FALSE,"I'm not the sort of person who is enjoyable to be around","html-button-response-ca",83,13735,1705352,1,22,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1969","subCALEARN_31",3,"0.0-18.0-0.23-0.23",0,"Someone from work tells you they consider you trustworthy","internal_specific",208,"positive",FALSE,"Recently, I have probably helped this colleage out with something private","html-button-response-ca",84,5692,1712558,1,23,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1970","subCALEARN_31",1,"0.0-18.0-0.24-0.24",0,"You find yourself struggling to meet your targets at work","internal_specific",209,"negative",FALSE,"Recently, I haven't been managing my time very well","html-button-response-ca",97,4808,1718880,1,24,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1971","subCALEARN_31",1,"0.0-18.0-0.25-0.25",0,"Someone you care deeply about is not responding to your calls and messages","external_global",210,"negative",FALSE,"People are often too preocuppied with their own problems to reply to even important messages","html-button-response-ca",100,5497,1725895,1,25,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1972","subCALEARN_31",3,"0.0-18.0-0.26-0.26",0,"A letter you have written to the newspaper is selected to be published","external_specific",211,"positive",FALSE,"On this occasion, I was probably the only person to write in","html-button-response-ca",102,6952,1734358,1,26,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1973","subCALEARN_31",3,"0.0-18.0-0.27-0.27",0,"You find out a friend is having a party but hasn't invited you","internal_global",212,"negative",FALSE,"Deep down, people I consider my friends don't actually like me","html-button-response-ca",108,7167,1743045,1,27,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1974","subCALEARN_31",2,"0.0-18.0-0.28-0.28",0,"Someone you are close to tells you they wish they were more like you","external_specific",213,"positive",FALSE,"On this occasion, they are probably just being kind to me","html-button-response-ca",110,4032,1748601,1,28,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1975","subCALEARN_31",0,"0.0-18.0-0.29-0.29",0,"A friend tells you you are a good person","external_global",214,"positive",FALSE,"People generally compliment their friends from time to time","html-button-response-ca",115,2780,1752892,1,29,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1976","subCALEARN_31",3,"0.0-18.0-0.3-0.3",0,"You speak during a neighbourhood association meeting and receive applause","internal_specific",187,"positive",FALSE,"On this occasion, I made some good points","html-button-response-ca",28,5720,1553809,1,3,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1977","subCALEARN_31",2,"0.0-18.0-0.30-0.30",0,"A friend calls you up out of the blue to see how you are","internal_specific",215,"positive",FALSE,"I probably did the same in the past for this particular friend","html-button-response-ca",120,5099,1759520,1,30,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1978","subCALEARN_31",1,"0.0-18.0-0.31-0.31",0,"You find out that you didn't pass a test you took that counts towards a professional exam","internal_global",216,"negative",FALSE,"I'm stupid","html-button-response-ca",125,5134,1766168,1,31,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1979","subCALEARN_31",0,"0.0-18.0-0.4-0.4",0,"A colleague tells you they like your company","internal_specific",188,"positive",FALSE,"I seem to click well with this particular person","html-button-response-ca",29,3993,1559317,1,4,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1980","subCALEARN_31",3,"0.0-18.0-0.5-0.5",0,"Someone you are close to tells you that they admire you","external_global",189,"positive",FALSE,"It's not uncommon for people to say nice things to people close to them","html-button-response-ca",31,5678,1566519,1,5,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,1,0,0,1,0
"1981","subCALEARN_31",2,"0.0-18.0-0.6-0.6",0,"You complete today's crossword easily","internal_specific",190,"positive",FALSE,"I'm generally OK at this kind of puzzle","html-button-response-ca",35,4064,1572098,1,6,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1982","subCALEARN_31",2,"0.0-18.0-0.7-0.7",0,"You struggle to work out what everyone needs to pay when booking a work activity","internal_specific",191,"negative",FALSE,"This time, I didn't feel like persevering with solving the problem","html-button-response-ca",37,8221,1581830,1,7,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,0,0,1,0,0
"1983","subCALEARN_31",1,"0.0-18.0-0.8-0.8",0,"You discover that you haven't been invited to an after-work social event","internal_global",192,"negative",FALSE,"I'm not enjoyable to have around","html-button-response-ca",44,4651,1587997,1,8,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,1,1,1,0,0,0
"1984","subCALEARN_31",3,"0.0-18.0-0.9-0.9",0,"You present your work to the rest of your evening class but it doesn't receive much positive feedback","external_specific",193,"negative",FALSE,"On this occasion, people may have been preocuppied with something else (e.g., their own presentations)","html-button-response-ca",45,7019,1596528,1,9,"control","causal",1766169,1395708.39999998,1587148.89999998,64,31,2,0,0,0,0,0,1
"1985","subCALEARN_32",1,"0.0-2.0-0.0-0.0",0,"You find out that someone you consider a friend has talked about you negatively behind your back","external_specific",3,"negative",FALSE,"My friend was probably just in a bad mood and letting off steam","html-button-response-ca",0,12099,279916,0,0,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"1986","subCALEARN_32",2,"0.0-2.0-0.1-0.1",0,"Someone from work invites you out for a cup of coffee","external_global",4,"positive",FALSE,"People at work generally reach out from time to time","html-button-response-ca",1,12917,294346,0,1,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,1,0,0,1,0
"1987","subCALEARN_32",0,"0.0-2.0-0.10-0.10",0,"You didn't get the amount of work done you needed to","internal_specific",13,"negative",FALSE,"I probably dedicated too much time to unimportant tasks this week","html-button-response-ca",18,10460,440856,0,10,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1988","subCALEARN_32",1,"0.0-2.0-0.11-0.11",0,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you","internal_specific",14,"negative",FALSE,"I haven't really made an effort to talk to my colleagues recently","html-button-response-ca",22,14662,457038,0,11,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1989","subCALEARN_32",1,"0.0-2.0-0.12-0.12",0,"A friend tells you you make them laugh","external_specific",15,"positive",FALSE,"This particular friend happens to have a similar sense of humour to me","html-button-response-ca",24,14112,472676,0,12,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"1990","subCALEARN_32",0,"0.0-2.0-0.13-0.13",0,"A friend tells you speaking with you always makes them feel better","internal_specific",16,"positive",FALSE,"Recently, I have been making an effort to talk with this particular friend","html-button-response-ca",32,10268,484468,0,13,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1991","subCALEARN_32",2,"0.0-2.0-0.14-0.14",0,"You find out that you have been put forward for a leadership position at work","internal_specific",17,"positive",FALSE,"Recently, I've been performing well in my job","html-button-response-ca",39,9360,495334,0,14,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1992","subCALEARN_32",1,"0.0-2.0-0.15-0.15",0,"You submitted an application to join a local community forum but haven't heard anything back","external_global",18,"negative",FALSE,"Application systems are generally complicated and things can get lost","html-button-response-ca",41,19010,515862,0,15,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,1,0,0,1,0
"1993","subCALEARN_32",0,"0.0-2.0-0.16-0.16",0,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time","internal_specific",20,"positive",FALSE,"Recently, I have made an effort to be there for this particular friend","html-button-response-ca",43,20157,542758,0,16,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1994","subCALEARN_32",2,"0.0-2.0-0.17-0.17",0,"You find out someone has contacted your employer to praise work you did for them","internal_specific",21,"positive",FALSE,"On this particular occasion, I did a good job","html-button-response-ca",54,14270,558539,0,17,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1995","subCALEARN_32",2,"0.0-2.0-0.18-0.18",0,"You successfully practice saying some phrases of a new language you are trying to learn","internal_specific",22,"positive",FALSE,"I've been making a particular effort recently to spend time learning new things","html-button-response-ca",62,10701,570760,0,18,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1996","subCALEARN_32",3,"0.0-2.0-0.19-0.19",0,"Someone you are close to tells you they trust you","internal_specific",23,"positive",FALSE,"I have been helping this person out with something private recently","html-button-response-ca",68,8642,580923,0,19,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1997","subCALEARN_32",3,"0.0-2.0-0.2-0.2",0,"You message your friend to ask for advice but they don't reply","external_specific",5,"negative",FALSE,"My friend is probably just too busy to respond right now","html-button-response-ca",2,14719,310598,0,2,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"1998","subCALEARN_32",1,"0.0-2.0-0.20-0.20",0,"You speak during a community meeting but feel like people aren't interested in what you have to say","internal_specific",24,"negative",FALSE,"For this speech, my ideas weren't put together very well","html-button-response-ca",72,16098,598540,0,20,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"1999","subCALEARN_32",2,"0.0-2.0-0.21-0.21",0,"You washed your clothes on the wrong setting and the colours have run","external_specific",25,"negative",FALSE,"Something else probably came up as I was loading the machine","html-button-response-ca",74,11730,611792,0,21,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"2000","subCALEARN_32",3,"0.0-2.0-0.22-0.22",0,"You see a very close friend and wave at them but they don't wave back","external_specific",26,"negative",FALSE,"My friend was probably busy that day thinking about something else","html-button-response-ca",79,23743,637049,0,22,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"2001","subCALEARN_32",3,"0.0-2.0-0.23-0.23",0,"A colleague comments on the high quality of your recent work","internal_specific",27,"positive",FALSE,"For this piece of work, I probably tried particularly hard","html-button-response-ca",93,7435,645990,0,23,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2002","subCALEARN_32",1,"0.0-2.0-0.24-0.24",0,"You want to be nominated for a role in your local community group but no one suggests you","internal_specific",28,"negative",FALSE,"Recently, I haven't been involved much in community events","html-button-response-ca",99,18383,665880,0,24,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2003","subCALEARN_32",0,"0.0-2.0-0.25-0.25",0,"Someone from work tells you they would like to be on your team for a work social event","internal_specific",29,"positive",FALSE,"Recently, I have been friendly to this particular colleague","html-button-response-ca",101,19564,686953,0,25,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2004","subCALEARN_32",1,"0.0-2.0-0.26-0.26",0,"Someone you care about takes time out of their busy day to check in on you ","internal_specific",30,"positive",FALSE,"I probably made an effort to check up on this particular person recently","html-button-response-ca",104,14451,702912,0,26,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2005","subCALEARN_32",3,"0.0-2.0-0.27-0.27",0,"You forget you have put dinner in the oven and it burns","internal_specific",31,"negative",FALSE,"On this occasion, I let myself be distracted by something unimportant","html-button-response-ca",105,15768,720200,0,27,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2006","subCALEARN_32",1,"0.0-2.0-0.28-0.28",0,"You overhear a colleague telling someone else they don't like you","internal_specific",32,"negative",FALSE,"I was probably slightly off-hand with this colleague at some point","html-button-response-ca",112,15034,736769,0,28,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2007","subCALEARN_32",3,"0.0-2.0-0.29-0.29",0,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable","internal_specific",33,"positive",FALSE,"Recently, I've taken the time to help out this colleage with their work","html-button-response-ca",113,18217,756499,0,29,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2008","subCALEARN_32",0,"0.0-2.0-0.3-0.3",0,"You return from the shops without something important from your shopping list","external_specific",6,"negative",FALSE,"Someone or something probably distracted me that time","html-button-response-ca",3,9463,321580,0,3,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
"2009","subCALEARN_32",1,"0.0-2.0-0.30-0.30",0,"You find out a colleague has nominated you for a performance award at work","internal_specific",34,"positive",FALSE,"I worked hard on a recent piece of work","html-button-response-ca",116,8030,766058,0,30,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2010","subCALEARN_32",1,"0.0-2.0-0.31-0.31",0,"You present your work during your evening class and get lots of praise from your classmates","internal_specific",35,"positive",FALSE,"I worked hard on this presentation so it turned out well","html-button-response-ca",127,10478,778059,0,31,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2011","subCALEARN_32",0,"0.0-2.0-0.4-0.4",0,"You'd like to be more engaged in your local community","internal_specific",7,"negative",FALSE,"Recently, I haven't made much effort with people in my neighbourhood","html-button-response-ca",5,17944,341036,0,4,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,1,0,0,1,0,0
"2012","subCALEARN_32",3,"0.0-2.0-0.5-0.5",0,"Your suggestion for a community social event receives the lowest number of votes","external_specific",8,"negative",FALSE,"There probably happened to be a better suggestion put forward that day","html-button-response-ca",7,15619,358162,0,5,"psychoed","control",2818175,2225860.5,2991531.10000014,64,32,3,0,0,0,0,0,1
